Change,Le-shanot,לְשַׁנּוֹת,Meshaneh/Meshanah,מְשַׁנֶּה/מְשַׁנָּה,Meshanim/Meshanot,מְשַׁנִּים/מְשַׁנּוֹת,Change,Shinיתי,שִׁנִּיתִי,Shinita,שִׁנִּיתָ,Shinit,שִׁנִּית,Shinitem,שִׁנִּיתֶם,Shinitem,שִׁנִּיתֶן,Shinu,שִׁנּוּ,Shinu,שִׁנּוּ,Shina,שִׁנָּה,Shinta,שִׁנְּתָה,Shininu,שִׁנִּינוּ
Check,Lif-dok,לִבְדּוֹק,Bodek/Bodeket,בּוֹדֵק/בּוֹדֶקֶת,Bodkim/Bodkot,בּוֹדְקִים/בּוֹדְקוֹת,Check,Badakti,בָּדַקְתִּי,Badakta,בָּדַקְתָּ,Badakt,בָּדַקְתְּ,Badaktem,בְּדַקְתֶּם,Badakten,בְּדַקְתֶּן,Badku,בָּדְקוּ,Badku,בָּדְקוּ,Badak,בָּדַק,Badka,בָּדְקָה,Badaknu,בָּדַקְנוּ
Choose,Livchor,לִבְחוֹר,Bocher/Bocheret,בּוֹחֵר/בּוֹחֶרֶת,Bocher/Bochrot,בּוֹחֲרִים/בּוֹחֲרוֹת,Choose,Bacharti,בָּחַרְתִּי,Bacharta,בָּחַרְתָּ,Bachart,בָּחַרְתְּ,Bachartem,בְּחַרְתֶּם,Bacharten,בְּחַרְתֶּן,Bachru,בָּחֲרוּ,Bachru,בָּחֲרוּ,Bachar,בָּחַר,Bachra,בָּחֲרָה,Bacharnu,בָּחַרְנוּ
Close,Lis-gor,לִסְגּוֹר,Soger/Sogeret,סוֹגֵר/סוֹגֶרֶת,Sogrim/Sogrot,סוֹגְרִים/סוֹגְרוֹת,Close,Sagarti,סָגַרְתִּי,Sagarta,סָגַרְתָּ,Sagart,סָגַרְתְּ,Sagartem,סְגַרְתֶּם,Sagarten,סְגַרְתֶּן,Sagru,סָגְרוּ,Sagru,סָגְרוּ,Sagar,סָגַר,Sagra,סָגְרָה,Sagarnu,סָגַרְנוּ
Color,Litz-bo-a,לִצְבֹּעַ,Tzovea/Tzoveat,צוֹבֵעַ/צוֹבַעַת,Tzovim/Tzovot,צוֹבְעִים/צוֹבְעוֹת,Color,Tziviti,צִבַּעְתִּי,Tzivata,צִבַּעְתָּ,Tzivat,צִבַּעְתְּ,Tzivatem,צִבַּעְתֶּם,Tzivaten,צִבַּעְתֶּן,Tziv'u,צִבְּעוּ,Tziv'u,צִבְּעוּ,Tzivea,צִבֵּעַ,Tziv'a,צִבְּעָה,Tzivanu,צִבַּעְנוּ
Come,La-vo,לָבוֹא,Ba/Ba-a,בָּא/בָּאָה,Baim/Baot,בָּאִים/בָּאוֹת,Come,Bati,בָּאתִי,Bata,בָּאתָ,Bat,בָּאת,Batem,בָּאתֶם,Baten,בָּאתֶן,Bau,בָּאוּ,Bau,בָּאוּ,Ba,בָּא,Ba'a,בָּאָה,Banu,בָּאנוּ
Consider,Lish-kol,לִשְׁקוֹל,Shokel/Shokelet,שׁוֹקֵל/שׁוֹקֶלֶת,Shoklim/Shoklot,שׁוֹקְלִים/שׁוֹקְלוֹת,Consider,Shakaltתי,שָׁקַלְתִּי,Shakalta,שָׁקַלְתָּ,Shakalt,שָׁקַלְתְּ,Shakaltem,שְׁקַלְתֶּם,Shakalten,שְׁקַלְתֶּן,Shaklu,שָׁקְלוּ,Shaklu,שָׁקְלוּ,Shakal,שָׁקַל,Shakla,שָׁקְלָה,Shakalnu,שָׁקַלְנוּ
Continue,Le-hamshich,לְהַמְשִׁיךְ,Mamshich/Mamshicha,מַמְשִׁיךְ/מַמְשִׁיכָה,Mamshichim/Mamshichot,מַמְשִׁיכִים/מַמְשִׁיכוֹת,Continue,Himshachti,הִמְשַׁכְתִּי,Himshachta,הִמְשַׁכְתָּ,Himshacht,הִמְשַׁכְתְּ,Himshachtem,הִמְשַׁכְתֶּם,Himshachten,הִמְשַׁכְתֶּן,Himshichu,הִמְשִׁיכוּ,Himshichu,הִמְשִׁיכוּ,Himshich,הִמְשִׁיךְ,Himshicha,הִמְשִׁיכָה,Himshachnu,הִמְשַׁכְנוּ
Cook,Le-vashel,לְבַשֵּׁל,Mevashel/Mevashelet,מְבַשֵּׁל/מְבַשֶּׁלֶת,Mevashlim/Mevashlot,מְבַשְּׁלִים/מְבַשְּׁלוֹת,Cook,Bishalti,בִּשַּׁלְתִּי,Bishalta,בִּשַּׁלְתָּ,Bishalt,בִּשַּׁלְתְּ,Bishaltem,בִּשַּׁלְתֶּם,Bishalten,בִּשַּׁלְתֶּן,Bishlu,בִּשְּׁלוּ,Bishlu,בִּשְּׁלוּ,Bishel,בִּשֵּׁל,Bishla,בִּשְּׁלָה,Bishalnu,בִּשַּׁלְנוּ
Create,Li-tzor,לִיצוֹר,Yotzer/Yotzeret,יוֹצֵר/יוֹצֶרֶת,Yotzrim/Yotzrot,יוֹצְרִים/יוֹצְרוֹת,Create,Yatzarti,יָצַרְתִּי,Yatzarta,יָצַרְתָּ,Yatzart,יָצַרְתְּ,Yatzartem,יְצַרְתֶּם,Yatzarten,יְצַרְתֶּן,Yatzru,יָצְרוּ,Yatzru,יָצְרוּ,Yatzar,יָצַר,Yatzra,יָצְרָה,Yatzarnu,יָצַרְנוּ
Cry,Liv-kot,לִבְכּוֹת,Boche/Bocha,בּוֹכֶה/בּוֹכָה,Boch im/Bochot,בּוֹכִים/בּוֹכוֹת,Cry,Bachiti,בָּכִיתִי,Bachita,בָּכִיתָ,Bachit,בָּכִית,Bachitem,בְּכִיתֶם,Bachiten,בְּכִיתֶן,Bachu,בָּכוּ,Bachu,בָּכוּ,Bacha,בָּכָה,Bachta,בָּכְתָה,Bachinu,בָּכִינוּ
Cuddle,Lefanek,לְפַנֵּק,Mefanek/Mefaneket,מְפַנֵּק/מְפַנֶּקֶת,Mefankim/Mefankot,מְפַנְּקִים/מְפַנְּקוֹת,Cuddle,Chibakti,חִבַּקְתִּי,Chibakta,חִבַּקְתָּ,Chibakt,חִבַּקְתְּ,Chibaktem,חִבַּקְתֶּם,Chibakten,חִבַּקְתֶּן,Chibku,חִבְּקוּ,Chibku,חִבְּקוּ,Chibek,חִבֵּק,Chibka,חִבְּקָה,Chibaknu,חִבַּקְנוּ
Cut,Lachtoch,לַחְתּוֹךְ,Chotech/Chotechet,חוֹתֵךְ/חוֹתֶכֶת,Chotchim/Chotchot,חוֹתְכִים/חוֹתְכוֹת,Cut,Chatachti,חָתַכְתִּי,Chatachta,חָתַכְתָּ,Chatacht,חָתַכְתְּ,Chatachem,חֲתַכְתֶּם,Chatachten,חֲתַכְתֶּן,Chatְchu,חָתְכוּ,Chatchu,חָתְכוּ,Chatach,חָתַךְ,Chatkha,חָתְכָה,Chataknu,חָתַכְנוּ
Dance,Lir-kod,לִרְקוֹד,Roked/Rokedet,רוֹקֵד/רוֹקֶדֶת,Rokdim/Rokdot,רוֹקְדִים/רוֹקְדוֹת,Dance,Rakadti,רָקַדְתִּי,Rakadata,רָקַדְתָּ,Rakadt,רָקַדְתְּ,Rakadtem,רָקַדְתֶּם,Rakadten,רָקַדְתֶּן,Rakdu,רָקְדוּ,Rakdu,רָקְדוּ,Rakad,רָקַד,Rakda,רָקְדָה,Rakadnu,רָקַדְנוּ
Divide,Le-chalek,לְחַלֵּק,Mechalek/Mechaleket,מְחַלֵּק/מְחַלֶּקֶת,Mechalkim/Mechalkot,מְחַלְּקִים/מְחַלְּקוֹת,Divide,Chilakti,חִלַּקְתִּי,Chilakta,חִלַּקְתָּ,Chilakt,חִלַּקְתְּ,Chilaktem,חִלַּקְתֶּם,Chilakten,חִלַּקְתֶּן,Chilku,חִלְּקוּ,Chilku,חִלְּקוּ,Chilek,חִלֵּק,Chilka,חִלְּקָה,Chilaknu,חִלַּקְנוּ
Do/Make,La-a-sot,לַעֲשׂוֹת,Ose/Osa,עוֹשֶׂה/עוֹשָׂה,Osim/Osot,עוֹשִׂים/עוֹשׂוֹת,Do/Make,Asiti,עָשִׂיתִי,Asita,עָשִׂיתָ,Asit,עָשִׂית,Asitem,עֲשִׂיתֶם,Asiten,עֲשִׂיתֶן,Asu,עָשׂוּ,Asu,עָשׂוּ,Asa,עָשָׂה,Asta,עָשְׂתָה,Asinu,עָשִׂינוּ
Drink,Lish-tot,לִשְׁתּוֹת,Shote/Shota,שׁוֹתֶה/שׁוֹתָה,Shotim/Shotot,שׁוֹתִים/שׁוֹתוֹת,Drink,Shatiti,שָׁתִיתִי,Shatita,שָׁתִיתָ,Shatit,שָׁתִית,Shatitem,שְׁתִיתֶם,Shatiten,שְׁתִיתֶן,Shatu,שָׁתוּ,Shatu,שָׁתוּ,Shata,שָׁתָה,Shata,שָׁתְתָה,Shatinu,שָׁתִינוּ
Eat,Le-e-chol,לֶאֱכוֹל,Ochel/Ochelet,אוֹכֵל/אוֹכֶלֶת,Ochlim/Ochlot,אוֹכְלִים/אוֹכְלוֹת,Eat,Achalti,אָכַלְתִּי,Achalta,אָכַלְתָּ,Achalt,אָכַלְתְּ,Achaltem,אֲכַלְתֶּם,Achalten,אֲכַלְתֶּן,Achlu,אָכְלוּ,Achlu,אָכְלוּ,Achal,אָכַל,Achla,אָכְלָה,Achalnu,אָכַלְנוּ
Enjoy,Le-henot,לֵיהָנוֹת,Nehene/Nehenet,נֶהֱנֶה/נֶהֱנֵית,Nehenim/Nehenot,נֶהֱנִים/נֶהֱנוֹת,Enjoy,Heneti,הֵנֵיתִי,Heneta,הֵנֵיתָ,Henet,הֵנֵית,Henetem,הֱנֵיתֶם,Heneten,הֱנֵיתֶן,Henu,הֵנוּ,Henu,הֵנוּ,Hene,הֵנָה,Henta,הֵנְתָה,Heninu,הֵנֵינוּ
Exit/Go out,Lat-zet,לָצֵאת,Yotze/Yotzet,יוֹצֵא/יוֹצֵאת,Yotzim/Yotzot,יוֹצְאִים/יוֹצְאוֹת,Exit/Go out,Yatzati,יָצָאתִי,Yatzata,יָצָאתָ,Yatzat,יָצָאת,Yetzatem,יְצָאתֶם,Yetzaten,יְצָאתֶן,Yatzu,יָצְאוּ,Yatzu,יָצְאוּ,Yatza,יָצָא,Yatza,יָצְאָה,Yatzanu,יָצָאנוּ
Explain,Le-hasbir,לְהַסְבִּיר,Masbir/Masbira,מַסְבִּיר/מַסְבִּירָה,Masbirim/Masbirot,מַסְבִּירִים/מַסְבִּירוֹת,Explain,Hisbarti,הִסְבַּרְתִּי,Hisbarta,הִסְבַּרְתָּ,Hisbart,הִסְבַּרְתְּ,Hisbartem,הִסְבַּרְתֶּם,Hisbarten,הִסְבַּרְתֶּן,Hisbiru,הִסְבִּירוּ,Hisbירו,הִסְבִּירוּ,Hisbir,הִסְבִּיר,Hisbira,הִסְבִּירָה,Hisbarnu,הִסְבַּרְנוּ
Fall,Li-pol,לִפּוֹל,Nofel/Nofelet,נוֹפֵל/נוֹפֶלֶת,Noflim/Noflot,נוֹפְלִים/נוֹפְלוֹת,Fall,Nafalti,נָפַלְתִּי,Nafalta,נָפַלְתָּ,Nafalt,נָפַלְתְּ,Nafaltem,נְפַלְתֶּם,Nafalten,נְפַלְתֶּן,Naflu,נָפְלוּ,Naflu,נָפְלוּ,Nafal,נָפַל,Nafla,נָפְלָה,Nafalnu,נָפַלְנוּ
Feel,Le-hargish,לְהַרְגִּישׁ,Margish/Margisha,מַרְגִּישׁ/מַרְגִּישָׁה,Margishim/Margishot,מַרְגִּישִׁים/מַרְגִּישׁוֹת,Feel,Hirgashתי,הִרְגַּשְׁתִּי,Hirgashτα,הִרְגַּשְׁתָּ,Hirgashת,הִרְגַּשְׁתְּ,Hirgashتم,הִרְגַּשְׁתֶּם,Hirgashten,הִרְגַּשְׁתֶּן,Hirgishu,הִרְגִּישׁוּ,Hirgishu,הִרְגִּישׁוּ,Hirgish,הִרְגִּישׁ,Hirgisha,הִרְגִּישָׁה,Hirgashnu,הִרְגַּשְׁנוּ
Find,Lim-tzo,לִמְצוֹא,Motzeh/Motzet,מוֹצֵא/מוֹצֵאת,Motzim/Motzot,מוֹצְאִים/מוֹצְאוֹת,Find,Matzati,מָצָאתִי,Matzata,מָצָאתָ,Matzat,מָצָאת,Matzatem,מְצָאתֶם,Matzaten,מְצָאתֶן,Matz'u,מָצְאוּ,Matz'u,מָצְאוּ,Matzא,מָצָא,Matz'a,מָצְאָה,Matzanu,מָצָאנוּ
Find Out/Discover,Le-galot,לְגַלּוֹת,Megaleh/Megalah,מְגַלֶּה/מְגַלָּה,Megalim/Megalot,מְגַלִּים/מְגַלּוֹת,Find Out/Discover,Giliti,גִּלִּיתִי,Gilita,גִּלִּיתָ,Gilit,גִּלִּית,Gilitem,גִּלִּיתֶם,Giliten,גִּלִּיתֶן,Gilu,גִּלּוּ,Gilu,גִּלּוּ,Gila,גִּלָּה,Gilta,גִּלְּתָה,Gilinu,גִּלִּינוּ
Finish,Lig-mor,לִגְמֹר,Gomer/Gomeret,גּוֹמֵר/גּוֹמֵר,Gomrim/Gomrot,גּוֹמְרִים/גּוֹמְרוֹת,Finish,Gamarti,גָּמַרְתִּי,Gamarta,גָּמַרְתָּ,Gamart,גָּמַרְתְּ,Gamartem,גְּמַרְתֶּם,Gamarten,גְּמַרְתֶּן,Gamru,גָּמְרוּ,Gamru,גָּמְרוּ,Gamar,גָּמַר,Gamra,גָּמְרָה,Gamarnu,גָּמַרְנוּ
Fix,Le-taken,לְתַקֵּן,Metaken/Metakenet,מְתַקֵּן/מְתַקֶּנֶת,Metaknim/Metaknot,מְתַקְּנִים/מְתַקְּנוֹת,Fix,Tikanti,תִּקַּנְתִּי,Tikanta,תִּקַּנְתָּ,Tikant,תִּקַּנְתְּ,Tikantem,תִּקַּנְתֶּם,Tikanten,תִּקַּנְתֶּן,Tiknu,תִּקְּנוּ,Tiknu,תִּקְּנוּ,Tiken,תִּקֵּן,Tikna,תִּקְּנָה,Tikannu,תִּקַּנּוּ
Forget,Lishkoach,לִשְׁכּוֹחַ,Shocheach/Shochachat,שׁוֹכֵחַ/שׁוֹכַחַת,Shochechim/Shochechot,שׁוֹכְחִים/שׁוֹכְחוֹת,Forget,Shachachti,שָׁכַחְתִּי,Shachachta,שָׁכַחְתָּ,Shachacht,שָׁכַחְתְּ,Shachachem,שְׁכַחְתֶּם,Shachachten,שְׁכַחְתֶּן,Shachchu,שָׁכְחוּ,Shachchu,שָׁכְחוּ,Shachach,שָׁכַח,Shachcha,שָׁכְחָה,Shachachnu,שָׁכַחְנוּ
Forgive,Lis-loach,לִסְלוֹחַ,Soleach/Solachat,סוֹלֵחַ/סוֹלֶחֶת,Solchim/Solchot,סוֹלְחִים/סוֹלְחוֹת,Forgive,Salachti,סָלַחְתִּי,Salachta,סָלַחְתָּ,Salacht,סָלַחְתְּ,Salachtem,סְלַחְתֶּם,Salachten,סְלַחְתֶּן,Salchu,סָלְחוּ,Salchu,סָלְחוּ,Salach,סָלַח,Salcha,סָלְחָה,Salachnu,סָלַחְנוּ
Garden,Le-ganen,גִּינָּה,Meganen/Meganenet,מְגַנֵּן/מְגַנֶּנֶת,Megananim/Megananot,מְגַנְּנִים/מְגַנְּנוֹת,Garden,Ginanti,גִּנַּנְתִּי,Ginanta,גִּנַּנְתָּ,Ginant,גִּנַּנְתְּ,Ginantem,גִּנַּנְתֶּם,Ginanten,גִּנַּנְתֶּן,Ginenu,גִּנְּנוּ,Ginenu,גִּנְּנוּ,Ginen,גִּנֵּן,Ginena,גִּנְּנָה,Ginannu,גִּנַּנּוּ
Get up,La-kum,לָקוּם,Kam/Kama,קָם/קָמָה,Kamim/Kamot,קָמִים/קָמוֹת,Get up,Kamti,קַמְתִּי,Kamta,קַמְתָּ,Kamt,קַמְתְּ,Kamtem,קַמְתֶּם,Kamten,קַמְתֶּן,Kamu,קָמוּ,Kamu,קָמוּ,Kam,קָם,Kama,קָמָה,Kamnu,קַמְנוּ
Give,La-tet,לָתֵת,Noten/Notenet,נוֹתֵן/נוֹתֶנֶת,Notnim/Notnot,נוֹתְנִים/נוֹתְנוֹת,Give,Natati,נָתַתִּי,Natata,נָתַתָּ,Natat,נָתַתְּ,Natatem,נְתַתֶּם,Nataten,נְתַתֶּן,Natnu,נָתְנוּ,Natnu,נָתְנוּ,Natan,נָתַן,Natna,נָתְנָה,Natanu,נָתַנּוּ
Go/Walk,La-lechet,לָלֶכֶת,Holech/Holechet,הוֹלֵךְ/הוֹלֶכֶת,Holchim/Holchot,הוֹלְכִים/הוֹלְכוֹת,Go/Walk,Halachti,הָלַכְתִּי,Halachta,הָלַכְתָּ,Halacht,הָלַכְתְּ,Halachem,הֲלַכְתֶּם,Halachten,הֲלַכְתֶּן,Halchu,הָלְכוּ,Halchu,הָלְכוּ,Halach,הָלַךְ,Halcha,הָלְכָה,Halachnu,הָלַכְנוּ
Grow,Lig-dol,לִגְדּוֹל,Gadel/Gde-la,גָּדֵל/גְּדֵלָה,Gedelim/Gedelot,גְּדֵלִים/גְּדֵלוֹת,Grow,Gadalti,גָּדַלְתִּי,Gadalta,גָּדַלְתָּ,Gadalt,גָּדַלְתְּ,Gadaltem,גְּדַלְתֶּם,Gadalten,גְּדַלְתֶּן,Gadlu,גָּדְלוּ,Gadlu,גָּדְלוּ,Gadal,גָּדַל,Gadla,גָּדְלָה,Gadalnu,גָּדַלְנוּ
